Game Turn, Player, System, Tree, Node, Result, Data
2, 12, City LOC_CITY_NAME_HUNZA, Simple City Tree, SUCCESS, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, RUNNING, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_WALLS; Value: 13
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, RUNNING, Contract Manager Decorator, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, RUNNING, Add Goal Tech, TECH_MASONRY: Accepted/No civic submitted
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City Building, READY, Build Unit, Not Building
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, RUNNING, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_COMMERCIAL_HUB; Value: 7
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, RUNNING, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, SUCCESS, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, SUCCESS, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, SUCCESS, Purchase Plot, Not Buying anything
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, SUCCESS, Reserve Plot, Reserving plot 23 21
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, RUNNING, Contract Manager Decorator, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, RUNNING, Add Goal Tech, TECH_CURRENCY: Accepted/No civic submitted
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Check Plot, Plot 23 21: FEATURE_FLOODPLAINS
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Contract Manager Decorator, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Find Available Unit, Not seeking units
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Protect Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Move Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Clear Plot, Clearing with 0
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Build Unit, Not Building
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Find Available Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Build Unit, Not Building
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Cancel Contract, No contract
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Move Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City District, READY, Build Production, Using builder charge at 23 21
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, FAILURE, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 22
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, FAILURE, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, FAILURE, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, FAILURE, Reserve Plot, Failed to reserve 23 21
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Contract Manager Decorator, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Check Plot, Plot 23 21: FEATURE_FLOODPLAINS
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Build Unit, Not Building
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Cancel Contract, No contract
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Protect Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Move Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Sequence, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Priority, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Build Unit, Not Building
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Cancel Contract, No contract
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Concurrent, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Protect Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Move Unit, 
2, 12, City LOC_CITY_NAME_HUNZA, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 13, City LOC_CITY_NAME_BABYLON, Simple City Tree, SUCCESS, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, RUNNING, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_WALLS; Value: 13
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, RUNNING, Contract Manager Decorator, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, RUNNING, Add Goal Tech, TECH_MASONRY: Accepted/No civic submitted
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, READY, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City Building, READY, Build Unit, Not Building
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, RUNNING, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_CAMPUS; Value: 129
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, RUNNING, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, SUCCESS, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, SUCCESS, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, SUCCESS, Purchase Plot, Not Buying anything
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, SUCCESS, Reserve Plot, Reserving plot 23 12
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, RUNNING, Contract Manager Decorator, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, RUNNING, Add Goal Tech, TECH_WRITING: Accepted/No civic submitted
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Check Plot, Plot 23 12: FEATURE_FLOODPLAINS
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Contract Manager Decorator, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Find Available Unit, Not seeking units
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Protect Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Move Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Clear Plot, Clearing with 0
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Build Unit, Not Building
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Find Available Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Build Unit, Not Building
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Cancel Contract, No contract
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Move Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City District, READY, Build Production, Using builder charge at 23 12
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 22
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 24 14
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Contract Manager Decorator, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, SUCCESS, Check Plot, Plot 24 14: Clear
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Build Unit, Not Building
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Cancel Contract, No contract
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Protect Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Move Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Sequence, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Priority, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 22.0
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Cancel Contract, Canceling contract 37
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Concurrent, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Protect Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Move Unit, 
2, 13, City LOC_CITY_NAME_BABYLON, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Simple City Tree, SUCCESS, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, RUNNING, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_WALLS; Value: 16
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, RUNNING, Contract Manager Decorator, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, RUNNING, Add Goal Tech, TECH_MASONRY: Accepted/No civic submitted
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Building, READY, Build Unit, Not Building
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, RUNNING, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_HOLY_SITE; Value: 125
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, RUNNING, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, SUCCESS, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, SUCCESS, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, SUCCESS, Purchase Plot, Not Buying anything
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, SUCCESS, Reserve Plot, Reserving plot 8 20
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, RUNNING, Contract Manager Decorator, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, RUNNING, Add Goal Tech, TECH_ASTROLOGY: Accepted/No civic submitted
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Check Plot, Plot 8 20: FEATURE_FLOODPLAINS
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Contract Manager Decorator, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Find Available Unit, Not seeking units
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Protect Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Move Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Clear Plot, Clearing with 0
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Build Unit, Not Building
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Find Available Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Build Unit, Not Building
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Cancel Contract, No contract
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Move Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City District, READY, Build Production, Using builder charge at 8 20
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, FAILURE, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 4
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, FAILURE, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, FAILURE, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, FAILURE, Reserve Plot, Failed to reserve 8 20
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Contract Manager Decorator, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Check Plot, Plot 8 20: FEATURE_FLOODPLAINS
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Build Unit, Not Building
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Cancel Contract, No contract
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Protect Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Move Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Sequence, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Priority, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Build Unit, Not Building
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Cancel Contract, No contract
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Concurrent, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Protect Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Move Unit, 
2, 14, City LOC_CITY_NAME_VATICAN_CITY, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 15, City LOC_CITY_NAME_WOLIN, Simple City Tree, SUCCESS, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_WALLS; Value: 11
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, RUNNING, Contract Manager Decorator, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, RUNNING, Add Goal Tech, TECH_MASONRY: Accepted/No civic submitted
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, READY, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City Building, READY, Build Unit, Not Building
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_ENCAMPMENT; Value: 59
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Purchase Plot, Purchase 25 29: Accepted on #41
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Reserve Plot, Reserving plot 25 29
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Contract Manager Decorator, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, RUNNING, Add Goal Tech, TECH_BRONZE_WORKING: Accepted/No civic submitted
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Check Plot, Plot 25 29: FEATURE_FLOODPLAINS
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Contract Manager Decorator, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Find Available Unit, Not seeking units
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Protect Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Move Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Clear Plot, Clearing with 0
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Build Unit, Not Building
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Find Available Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Build Unit, Not Building
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Cancel Contract, No contract
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Move Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City District, READY, Build Production, Using builder charge at 25 29
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 4
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 25 32
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Contract Manager Decorator, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Add Goal Tech, TECH_MINING: Accepted/No civic submitted
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, FAILURE, Check Plot, Plot 25 32: FEATURE_FOREST
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 4.0
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Cancel Contract, Canceling contract 44
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Concurrent, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Protect Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Move Unit, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Sequence, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Priority, 
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 15, City LOC_CITY_NAME_WOLIN, Build City Improvement, READY, Contract Manager Decorator, No contract,
