Game Turn, Player, Unit, From X, From Y, To X, To Y, Info, Checksum
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 1, 20, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_SCOUT (196608), 49, 33, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 1, 20, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 3, 17, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 3, 17, 4, 17, 256, af378624
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 4, 19, 4, 19, 0, 3036f626
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 4, 19, 4, 17, 0, d340a208
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 1, 20, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 1, 20, 0, 22, 320, 6b93eb27
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 0, 22, -9999, -9999, 2112, ffffffff
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 0, 22, 73, 24, 64, 29002bdf
